ctype1,status,label,text,text_cleaned,text_splited
LOAN,SUCCESS,LOAN,您申请编号为C0201420163660000009的个人信用消费贷款已发放到尾号0107卡中，放款金额为32000.00元。还款日为每月3日，如当月无该日期则以当月最后一日为还款日，还款卡尾号为0107。您可通过我行网上银行、手机银行等渠道自助查询还款计划，请按时还款。【工商银行】,您申请编号为C0201420163660000009的个人信用消费贷款已发放到尾号0107卡中 放款金额为32000 00元 还款日为每月3日 如当月无该日期则以当月最后一日为还款日 还款卡尾号为0107 您可通过我行网上银行 手机银行等渠道自助查询还款计划 请按时还款 ,您 申请 编号 为 C0201420163660000009 的 个人信用 消费 贷款 已 发放 到 尾号 0107 卡中   放款 金额 为 32000   00 元   还款 日为 每月 3 日   如 当月 无该 日期 则 以 当月 最后 一日 为 还款 日   还款 卡 尾号 为 0107   您 可 通过 我行 网上银行   手机 银行 等 渠道 自助 查询 还款 计划   请 按时 还款  
LOAN,SUCCESS,LOAN,（温馨提示）尊敬的陈文娟客户:您在工行办理的个人贷款8月2日已发放贷款金额281万元贷款期数为360期贷款利率4.655%每月2日还款首次还款金额为14498元还款账户尾号为1677（扣款账号后4位），特此告知.如有疑问请咨询您办理业务时的贷款经办行或, 温馨提示 尊敬的陈文娟客户 您在工行办理的个人贷款8月2日已发放贷款金额281万元贷款期数为360期贷款利率4 655 每月2日还款首次还款金额为14498元还款账户尾号为1677 扣款账号后4位 特此告知 如有疑问请咨询您办理业务时的贷款经办行或,  温馨 提示   尊敬 的 陈文娟 客户   您 在 工行 办理 的 个人 贷款 8 月 2 日 已 发放贷款 金额 281 万元 贷款 期数 为 360 期 贷款 利率 4   655   每月 2 日 还款 首次 还款 金额 为 14498 元 还款 账户 尾号 为 1677   扣款 账号 后 4 位   特此 告知   如 有 疑问请 咨询 您 办理 业务 时 的 贷款 经办 行 或
BILLREMIND,SUCCESS,BILLREMIND,您尾号2484的牡丹信用卡人民币账户透支4998.65元。【工商银行】,您尾号2484的牡丹信用卡人民币账户透支4998 65元 ,您 尾号 2484 的 牡丹 信用卡 人民币 账户 透支 4998   65 元  
BILLREMIND,SUCCESS,BILLREMIND,尊敬的客户：您在工商银行办理的尾号为5616的信用卡截止6月24日透支75342.46元，请及时到就近工行网点查询当日余额，办理还款。【工商银行】,尊敬的客户 您在工商银行办理的尾号为5616的信用卡截止6月24日透支75342 46元 请及时到就近工行网点查询当日余额 办理还款 ,尊敬 的 客户   您 在 工商银行 办理 的 尾号 为 5616 的 信用卡 截止 6 月 24 日 透支 75342   46 元   请 及时 到 就近 工行 网点 查询 当日 余额   办理 还款  
BILLREMIND,SUCCESS,BILLREMIND,您尾号5990的牡丹信用卡人民币账户透支512.06元，截至目前应还款额0.00元，最低还款额0.00元。【工商银行】,您尾号5990的牡丹信用卡人民币账户透支512 06元 截至目前应还款额0 00元 最低还款额0 00元 ,您 尾号 5990 的 牡丹 信用卡 人民币 账户 透支 512   06 元   截至 目前 应 还款额 0   00 元   最低 还款额 0   00 元  
PAYOUT,SUCCESS,PAYOUT,您尾号2908卡24日11:22ATM向尾号6671卡进行了一笔转账，金额22.13元，尾号2908卡余额0元，可用余额1元。【工商银行】,您尾号2908卡24日11 22ATM向尾号6671卡进行了一笔转账 金额22 13元 尾号2908卡余额0元 可用余额1元 ,您 尾号 2908 卡 24 日 11   22ATM 向 尾号 6671 卡 进行 了 一笔 转账   金额 22   13 元   尾号 2908 卡 余额 0 元   可用 余额 1 元  
PAYOUT,SUCCESS,PAYOUT,您尾号5175卡4月8日09:12ATM向尾号9147卡进行了一笔转账，金额4000元，尾号5175卡余额13825.19元，可用余额15825.19元，尾号9147卡余额5804.41元。【工商银行】,您尾号5175卡4月8日09 12ATM向尾号9147卡进行了一笔转账 金额4000元 尾号5175卡余额13825 19元 可用余额15825 19元 尾号9147卡余额5804 41元 ,您 尾号 5175 卡 4 月 8 日 09   12ATM 向 尾号 9147 卡 进行 了 一笔 转账   金额 4000 元   尾号 5175 卡 余额 13825   19 元   可用 余额 15825   19 元   尾号 9147 卡 余额 5804   41 元  
PAYOUT,SUCCESS,PAYOUT,您尾号3512卡11月26日11:19自助终端向尾号5999卡进行了一笔转账，金额16000元，尾号3512卡手续费13.50元，余额2739.72元，尾号5999卡余额22056.18元，可用余额244568.18元。【工商银行】,您尾号3512卡11月26日11 19自助终端向尾号5999卡进行了一笔转账 金额16000元 尾号3512卡手续费13 50元 余额2739 72元 尾号5999卡余额22056 18元 可用余额244568 18元 ,您 尾号 3512 卡 11 月 26 日 11   19 自助 终端 向 尾号 5999 卡 进行 了 一笔 转账   金额 16000 元   尾号 3512 卡 手续费 13   50 元   余额 2739   72 元   尾号 5999 卡 余额 22056   18 元   可用 余额 244568   18 元  
PAYOUT,SUCCESS,PAYOUT,您尾号5337卡4月24日11:17ATM向尾号5704卡进行了一笔转账，金额5000元，尾号5337卡余额16884.67元，尾号5704卡余额-14390.77元，可用余额14809.23元，本期账单人民币账户欠款已结清。【工商银行】,您尾号5337卡4月24日11 17ATM向尾号5704卡进行了一笔转账 金额5000元 尾号5337卡余额16884 67元 尾号5704卡余额 14390 77元 可用余额14809 23元 本期账单人民币账户欠款已结清 ,您 尾号 5337 卡 4 月 24 日 11   17ATM 向 尾号 5704 卡 进行 了 一笔 转账   金额 5000 元   尾号 5337 卡 余额 16884   67 元   尾号 5704 卡 余额   14390   77 元   可用 余额 14809   23 元   本期 账单 人民币 账户 欠款 已 结清  
PAYOUT,SUCCESS,PAYOUT,您尾号4880卡1月19日17:15网上银行向尾号8924账户进行了一笔转账，金额2730元，尾号4880卡余额446032.55元，尾号8924账户余额5986.38元。【工商银行】,您尾号4880卡1月19日17 15网上银行向尾号8924账户进行了一笔转账 金额2730元 尾号4880卡余额446032 55元 尾号8924账户余额5986 38元 ,您 尾号 4880 卡 1 月 19 日 17   15 网上银行 向 尾号 8924 账户 进行 了 一笔 转账   金额 2730 元   尾号 4880 卡 余额 446032   55 元   尾号 8924 账户 余额 5986   38 元  
PAYOUT,SUCCESS,PAYOUT,您尾号1989卡24日01:06网上银行向尾号7220卡进行了一笔转账，金额24937元。,您尾号1989卡24日01 06网上银行向尾号7220卡进行了一笔转账 金额24937元 ,您 尾号 1989 卡 24 日 01   06 网上银行 向 尾号 7220 卡 进行 了 一笔 转账   金额 24937 元  
PAYOUT,SUCCESS,PAYOUT,您尾号5375卡24日00:32网上银行向尾号4480卡进行了一笔转账，金额13000元，尾号5375卡余额0.08元。,您尾号5375卡24日00 32网上银行向尾号4480卡进行了一笔转账 金额13000元 尾号5375卡余额0 08元 ,您 尾号 5375 卡 24 日 00   32 网上银行 向 尾号 4480 卡 进行 了 一笔 转账   金额 13000 元   尾号 5375 卡 余额 0   08 元  
PAYOUT,SUCCESS,PAYOUT,您尾号6932（副）卡27日11:09ATM圈存300元人民币。【工商银行】,您尾号6932 副 卡27日11 09ATM圈存300元人民币 ,您 尾号 6932   副   卡 27 日 11   09ATM 圈存 300 元 人民币  
PAYOUT,SUCCESS,PAYOUT,您尾号7966卡24日10:23POS支出（消费）22.80元，圈存1元人民币。,您尾号7966卡24日10 23POS支出 消费 22 80元 圈存1元人民币 ,您 尾号 7966 卡 24 日 10   23POS 支出   消费   22   80 元   圈存 1 元 人民币  
PAYOUT,SUCCESS,PAYOUT,您尾号2226卡余额变动提醒服务于20日自动扣费成功，尾号2226扣费卡扣除短信服务费2元。【工商银行】,您尾号2226卡余额变动提醒服务于20日自动扣费成功 尾号2226扣费卡扣除短信服务费2元 ,您 尾号 2226 卡 余额 变动 提醒 服务 于 20 日 自动 扣费 成功   尾号 2226 扣费卡 扣除 短信 服务费 2 元  
PAYOUT,SUCCESS,PAYOUT,您尾号9280（副）卡10日00:14POS支出（境外消费）130.38美元，外汇兑换费1.30美元。工银信用卡【工商银行】,您尾号9280 副 卡10日00 14POS支出 境外消费 130 38美元 外汇兑换费1 30美元 工银信用卡,您 尾号 9280   副   卡 10 日 00   14POS 支出   境外 消费   130   38 美元   外汇兑换 费 1   30 美元   工银 信用卡
PAYOUT,SUCCESS,PAYOUT,您尾号4562的牡丹信用卡03月账单人民币账户存款45.61元。【工商银行】,您尾号4562的牡丹信用卡03月账单人民币账户存款45 61元 ,您 尾号 4562 的 牡丹 信用卡 03 月 账单 人民币 账户 存款 45   61 元  
PAYOUT,SUCCESS,PAYOUT,您尾号4642的牡丹信用卡人民币账户存款31508.06元。【工商银行】,您尾号4642的牡丹信用卡人民币账户存款31508 06元 ,您 尾号 4642 的 牡丹 信用卡 人民币 账户 存款 31508   06 元  
PAYOUT,SUCCESS,PAYOUT,您尾号0496的定期账户在9月23日08:04自动转存成功，存期为6月，共计人民币（本位币）101.50元。,您尾号0496的定期账户在9月23日08 04自动转存成功 存期为6月 共计人民币 本位币 101 50元 ,您 尾号 0496 的 定期 账户 在 9 月 23 日 08   04 自动 转存 成功   存期 为 6 月   共计 人民币   本位币   101   50 元  
PAYOUT,SUCCESS,PAYOUT,【工银信使】本期上海燃气（集团）账单户号缴费金额72.00元，已从尾号3490账户扣款成功。【工商银行】,本期上海燃气 集团 账单户号缴费金额72 00元 已从尾号3490账户扣款成功 ,本期 上海 燃气   集团   账单 户号 缴费 金额 72   00 元   已 从 尾号 3490 账户 扣款 成功  
PAYOUT,SUCCESS,PAYOUT,您本月的社保缴费资金864.70元已于2015年09月06日扣款成功。,您本月的社保缴费资金864 70元已于2015年09月06日扣款成功 ,您 本月 的 社保 缴费 资金 864   70 元 已于 2015 年 09 月 06 日 扣款 成功  
PAYOUT,SUCCESS,PAYOUT,【短信调额】您尾号3988卡4日18:09支出人民币3636元，因可用额度不足交易受阻。该卡人民币账户当前额度50000元，可用额度1626.95元。该卡可调整的临时额度上限为人民币87000元，转发此短信至95588即可调整至最高额度。您也可发送“TE#卡号后四位#调整后额度”至95588，我行将实时为您完成调额处理。工银信用卡【工商银行】,您尾号3988卡4日18 09支出人民币3636元 因可用额度不足交易受阻 该卡人民币账户当前额度50000元 可用额度1626 95元 该卡可调整的临时额度上限为人民币87000元 转发此短信至95588即可调整至最高额度 您也可发送 TE 卡号后四位 调整后额度 至95588 我行将实时为您完成调额处理 工银信用卡,您 尾号 3988 卡 4 日 18   09 支出 人民币 3636 元   因 可用 额度 不足 交易 受阻   该卡 人民币 账户 当前 额度 50000 元   可用 额度 1626   95 元   该卡 可 调整 的 临时 额度 上限 为 人民币 87000 元   转发 此 短信 至 95588 即可 调整 至 最高 额度   您 也 可 发送   TE   卡号 后 四位   调整 后 额度   至 95588   我行 将 实时 为 您 完成 调额 处理   工银 信用卡
PAYOUT,SUCCESS,PAYOUT,您尾号1126卡11月3日13:08手机银行向尾号3355卡进行了一笔转账，金额8785.38元，尾号3355卡余额-1741.37元，可用余额42433.43元，本期账单人民币账户欠款已结清。【工商银行】,您尾号1126卡11月3日13 08手机银行向尾号3355卡进行了一笔转账 金额8785 38元 尾号3355卡余额 1741 37元 可用余额42433 43元 本期账单人民币账户欠款已结清 ,您 尾号 1126 卡 11 月 3 日 13   08 手机 银行 向 尾号 3355 卡 进行 了 一笔 转账   金额 8785   38 元   尾号 3355 卡 余额   1741   37 元   可用 余额 42433   43 元   本期 账单 人民币 账户 欠款 已 结清  
PAYOUT,SUCCESS,PAYOUT,您尾号0845卡6月6日10:27自助终端向尾号5007卡进行了一笔转账，金额50000元，尾号0845卡余额27118.04元，尾号5007卡可用余额50034.30元。【工商银行】,您尾号0845卡6月6日10 27自助终端向尾号5007卡进行了一笔转账 金额50000元 尾号0845卡余额27118 04元 尾号5007卡可用余额50034 30元 ,您 尾号 0845 卡 6 月 6 日 10   27 自助 终端 向 尾号 5007 卡 进行 了 一笔 转账   金额 50000 元   尾号 0845 卡 余额 27118   04 元   尾号 5007 卡 可用 余额 50034   30 元  
